year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2021,11,จากรูป x ยาวกี่หน่วย,(1) 5 หน่วย \n(2) 6 หน่วย \n(3) 7 หน่วย \n(4) 8 หน่วย,(1) 5 หน่วย,TRUE,TRUE,TRUE,
2021,12,เมื่อน้อยยืนอยู่บนพื้นหน้าตึก B เขามองขึ้นไปที่ยอดตึก A เป็นมุมเงยขนาด 45 องศา แต่เมื่อเขาไปยืนบนดาดฟ้าของตึก B แล้วมองไปที่ยอดตึก A จะเป็นมุมเงย 30 องศา (โดยไม่คิดความสูงของน้อย) ดังรูป ถ้าตึก A สูงกว่าตึก B อยู่ 60 เมตร แล้วดึก B สูงกี่เมตร,(1) 60 เมตร \n(2) 60√3 เมตร \n(3) 60√3-60 เมตร \n(4) 30√6-60 เมตร,(3) 60√3-60 เมตร,TRUE,TRUE,TRUE,
2021,13,กำหนด O เป็นจุดศูนย์กลางวงกลม และเป็นจุดตัดของ AD กับ BC ดังรูป ถ้า BC ยาว 3 หน่วย และ DAC เท่ากับ 30 องศา แล้วส่วนโค้ง AB ยาวกี่หน่วย,(1) Pi หน่วย \n(2) Pi/2 หน่วย \n(3) Pi/4 หน่วย \n(4) Pi/6 หน่วย,(2) Pi/2 หน่วย,TRUE,TRUE,TRUE,
2021,14,ข้อใดไม่ถูกต้อง,"(1) การสะท้อนจุด A(1 , 2) โดยมีเส้นสะท้อนเป็นแกน X จะได้จุด A' (-I , -2) \n(2) การสะท้อนจุด B(3 , 3) โดยมีเส้นสะท้อนเป็นแกน Y จะได้จุด B' (-3 , 3) \n(3) การเลื่อนขนานจุด B(3 ,3) ตามแนวแกน X ไปทางชวา 3 หน่วย และตามแนวแกน Y ไปข้างล่าง 2 หน่วย จะได้จุด B' 6, 1) \n(4) การเลื่อนขนานจุด C(2 , 4) ตามแนวแกน X ไปทางขวา 3 หน่วย และตามแนวแกน Y ไปข้างล่าง 2 หน่วย จะได้จุด C'(5 , 2)","(1) การสะท้อนจุด A(1 , 2) โดยมีเส้นสะท้อนเป็นแกน X จะได้จุด A' (-I , -2)",TRUE,TRUE,TRUE,
2021,15,"คะแนนสอบวิชาคณิตศาสตร์ของนักเรียน 6 คน คือ 4, 8, X, 8, 9, 13 ถ้าค่าเฉลี่ยเลชดผิดของชัอมูลชุดนี้ เท่ากับ 9 แล้ว 1/2x + 5 มีค่าเท่ากับข้อใด",(1) 10 \n(2) 11 \n(3) 12 \n(4) 17,(2) 11,TRUE,TRUE,TRUE,
2021,16,ห้างสรรพสินค้าแห่งหนึ่งกำหนดให้ถูกค้าที่มาใช้บริการร่วมสนุกกับทางห้างสรรพสินค้า โดยลูกค้าจะได้ขับสลากบัตรส่วนลดจากกล่องใบใหญ่คนละ 1 ใบ ซึ่งในกล่องจะมีบัตรส่วนลดมูลค่า 800 บาท จำนวน 15 ใบ บัตรส่วนลดมูลค่า 500 บาท จำนวน 15 ใบ บัตรส่วนลดมูลค่า 300 บาท จำนวน 26 ใบ และบัตรส่วนลดมูลค่า 100 บาท จำนวน 24 ใบ ความน่าจะเป็นที่ลูกค้าคนแรกจะจับได้สลากบัตร ส่วนลดมูลค่าไม่น้อยกว่า 300 บาท เป็นเท่าใด,(1) 3/8 \n(2) 3/10 \n(3) 7/10 \n(4) 13/40,(3) 7/10,TRUE,TRUE,TRUE,
2021,17,√3√√27 x 81 x 3^5 - 3√(-125) มีค่าเท่าใด,,8,TRUE,FALSE,TRUE,It is not mulitple choice question.
2021,18,ในการผสมแอลกงออล์เจล 500 มิลลิตร มีส่วนผสมประกอบด้วยเอทิลแอลกอฮอล์ กลีเซอรีน และน้ำสะอาด โดยปริมาณของน้ำสะอาดที่ใช้เป็น 4 เท่าของปริมาณกลีเซอรีนและปริมาณของเอทิลแอลกอฮอล์เป็น 3 เท่าของปริมาณน้ำสะอาดและกลีเซอรีนรวมกันถ้าในส่วนผสมนี้มีเอทิลแอลกอฮอล์ทั้งหมด 375 มิลลิลิตร แล้วจะมีน้ำสะอาดในส่วนผสมกี่มิลลิลิ,,100,TRUE,FALSE,TRUE,It is not mulitple choice question.
2021,19,จากภาพ จงหาพื้นที่โดยประมาณของส่วนที่แรเงาซึ่งมีขนาดดังรูป กำหนดให้ a^2 = 7 (Pi ~ 22/7),,128,TRUE,FALSE,TRUE,It is not mulitple choice question.
2021,20,"ข้อมูลชุดหนึ่งประกอบด้วยจำนวนเต็มบวก 4 จำนวน ถ้ฐานนิยม มัธยฐาน และพิสัยของข้อมูลชุดนี้ท่ากับ 6, 5 และ 4 ตามลำดับ แล้ว 2 เท่าของผลบวกของข้อมูลชุดนี้ มีค่าเท่าใด",,36,TRUE,FALSE,TRUE,It is not mulitple choice question.
